049776;12070024;DEUTDEDB163;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16856;Kyritz;DB PFK (Deutsche Bank PGK);21704;;
049777;12070024;DEUTDEDB188;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14943;Luckenwalde;DB PFK (Deutsche Bank PGK);21704;;
049778;12070024;DEUTDEDB164;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14974;Ludwigsfelde;DB PFK (Deutsche Bank PGK);21704;;
049779;12070024;DEUTDEDB184;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15907;Lübben (Spreewald);DB PFK (Deutsche Bank PGK);21704;;
049780;12070024;DEUTDEDB165;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14641;Nauen;DB PFK (Deutsche Bank PGK);21704;;
049781;12070024;DEUTDEDB123;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16801;Neuruppin;DB PFK (Deutsche Bank PGK);21704;;
049782;12070024;DEUTDEDB120;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16502;Oranienburg;DB PFK (Deutsche Bank PGK);21704;;
049783;12070024;;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);10883;Berlin;DB PFK (Deutsche Bank PGK);21704;;
049784;12070024;DEUTDEDB166;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16921;Pritzwalk;DB PFK (Deutsche Bank PGK);21704;;
049785;12070024;DEUTDEDB167;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14712;Rathenow;DB PFK (Deutsche Bank PGK);21704;;
049786;12070024;DEUTDEDB126;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);01987;Schwarzheide;DB PFK (Deutsche Bank PGK);21704;;
049787;12070024;DEUTDEDB176;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16285;Schwedt/Oder;DB PFK (Deutsche Bank PGK);21704;;
049788;12070024;DEUTDEDB177;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15301;Seelow;DB PFK (Deutsche Bank PGK);21704;;
049789;12070024;DEUTDEDB185;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);01968;Senftenberg;DB PFK (Deutsche Bank PGK);21704;;
049790;12070024;DEUTDEDB186;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);03130;Spremberg;DB PFK (Deutsche Bank PGK);21704;;
049791;12070024;DEUTDEDB178;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15344;Strausberg;DB PFK (Deutsche Bank PGK);21704;;
049792;12070024;DEUTDEDB127;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14513;Teltow;DB PFK (Deutsche Bank PGK);21704;;
049793;12070024;DEUTDEDB189;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);02931;Weißwasser/O.L.;DB PFK (Deutsche Bank PGK);21704;;
049794;12070024;DEUTDEDB168;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);14542;Werder (Havel);DB PFK (Deutsche Bank PGK);21704;;
049795;12070024;DEUTDEDB169;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);16901;Wittstock/Dosse;DB PFK (Deutsche Bank PGK);21704;;
049796;12070024;DEUTDEDB124;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);15801;Zossen;DB PFK (Deutsche Bank PGK);21704;;
049763;12070024;DEUTDEDB161;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) F 704;14776;Brandenburg an der Havel;DB PFK (Deutsche Bank PGK);21704;;
056253;12070070;DEUTDEFFVAC;Deutsche Bank (Gf intern);14405;Potsdam;Deutsche Bank (Gf intern);;;
056254;12070088;DEUTDEDBPAL;DB Privat- und Firmenkundenbank (Deutsche Bank PGK) intern;14405;Potsdam;DB PFK (Deutsche Bank PGK);;;
044797;12080000;DRESDEFF120;Commerzbank vormals Dresdner Bank Filiale Berlin II;10623;Berlin;Commerzbank Fil II Berlin;28120;;
046143;12090640;DAAEDED1040;apoBank;10625;Berlin;apoBank -ZV-Ost- Berlin;91050;;
045032;12096597;GENODEF1S10;Sparda-Bank Berlin;10407;Berlin;Sparda-Bank Berlin;91055;;
045025;12096597;;Sparda-Bank Berlin;03046;Cottbus;Sparda-Bank Berlin;91055;;
045026;12096597;;Sparda-Bank Berlin;01099;Dresden;Sparda-Bank Berlin;91055;;
045027;12096597;;Sparda-Bank Berlin;99084;Erfurt;Sparda-Bank Berlin;91055;;
045028;12096597;;Sparda-Bank Berlin;17489;Greifswald, Hansestadt;Sparda-Bank Berlin;91055;;
045029;12096597;;Sparda-Bank Berlin;06112;Halle (Saale);Sparda-Bank Berlin;91055;;
045030;12096597;;Sparda-Bank Berlin;39104;Magdeburg;Sparda-Bank Berlin;91055;;
045031;12096597;;Sparda-Bank Berlin;19053;Schwerin;Sparda-Bank Berlin;91055;;
048390;12096597;;Sparda-Bank Berlin;04001;Leipzig;Sparda-Bank Berlin;91055;;
049483;12096597;;Sparda-Bank Berlin;06449;Aschersleben;Sparda-Bank Berlin;91055;;
049484;12096597;;Sparda-Bank Berlin;02625;Bautzen;Sparda-Bank Berlin;91055;;
049485;12096597;;Sparda-Bank Berlin;18528;Bergen auf Rügen;Sparda-Bank Berlin;91055;;
049486;12096597;;Sparda-Bank Berlin;06406;Bernburg (Saale);Sparda-Bank Berlin;91055;;
049487;12096597;;Sparda-Bank Berlin;14774;Brandenburg an der Havel;Sparda-Bank Berlin;91055;;
049488;12096597;;Sparda-Bank Berlin;09111;Chemnitz;Sparda-Bank Berlin;91055;;
049489;12096597;;Sparda-Bank Berlin;04509;Delitzsch;Sparda-Bank Berlin;91055;;
049490;12096597;;Sparda-Bank Berlin;06849;Dessau-Roßlau;Sparda-Bank Berlin;91055;;
049491;12096597;;Sparda-Bank Berlin;99817;Eisenach;Sparda-Bank Berlin;91055;;
049492;12096597;;Sparda-Bank Berlin;04895;Falkenberg;Sparda-Bank Berlin;91055;;
049493;12096597;;Sparda-Bank Berlin;15230;Frankfurt (Oder);Sparda-Bank Berlin;91055;;
